Dog Name,Adaptability,Adapts Well To Apartment Living,Good For Novice Dog Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,All-around friendliness,Best Family Dogs,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,Health And Grooming Needs,Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Trainability,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Exercise needs,High Energy Level,Intensity,Exercise Needs,Potential For Playfulness,Officially Recognized,Temperament,Height,Weight,Life Expectancy,FeaturedImageURL,AdditionalImageURLs
Irish Wolfhound,2,1,2,3,2,4,2,5,5,5,5,5,3,3,1,3,1,3,5,3,3,4,3,5,1,3,3,2,2,4,4,Yes,dignified / courageous / calm,32 inches minimum (male),120 pounds (male),6-8 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Irish Wolfhound/Irish Wolfhound-6.jpg
Italian Greyhound,3,5,5,5,1,1,3,5,5,5,4,4,3,2,1,5,3,2,2,4,3,3,4,5,3,3,4,4,2,4,4,Yes,alert / playful / sensitive,13-15 inches,7-14 pounds,14-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Italian Greyhound/Italian Greyhound-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Italian Greyhound/Italian Greyhound-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Italian Greyhound/Italian Greyhound-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Italian Greyhound/Italian Greyhound-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Italian Greyhound/Italian Greyhound-4.jpg
Jack Chi,3,4,2,3,3,2,4,4,4,5,4,3,3,2,2,5,4,4,2,3,2,4,2,4,2,4,4,4,4,4,5,No,"Playful, Friendly, Active",10-15 inches,8-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Chi/Jack Chi-featured.jpg,
Jack Russell Terrier,3,3,2,3,3,4,3,5,5,4,5,4,3,3,1,3,4,4,2,4,4,5,4,5,4,4,5,5,5,5,5,No,"Energetic, Intelligent, Tenacious",10-15 inches,13-17 pounds,13-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Russell Terrier/Jack Russell Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Russell Terrier/Jack Russell Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Russell Terrier/Jack Russell Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Russell Terrier/Jack Russell Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Russell Terrier/Jack Russell Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack Russell Terrier/Jack Russell Terrier-5.jpg
Jackabee,3,3,3,4,2,3,3,4,5,3,4,3,3,2,2,4,4,3,2,4,3,5,3,5,4,3,4,4,3,3,4,No,"Lively, Friendly, Intelligent",13-18 inches,15-30 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jackabee/Jackabee-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jackabee/Jackabee-1.jpg
Jack A Poo,4,4,4,4,2,4,4,5,5,5,5,4,2,2,1,2,3,4,2,4,4,5,4,4,3,4,5,5,4,5,5,No,"Affectionate, Playful, Intelligent",10-15 inches,10-25 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jack A Poo/Jack A Poo-featured.jpg,
Jackaranian,3,3,3,4,2,3,3,4,4,3,4,3,3,3,1,3,4,2,2,4,4,4,3,4,4,3,4,4,3,3,5,No,"Loyal, Energetic, Playful",10-15 inches,5-20 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jackaranian/Jackaranian-featured.jpg,
Jackshund,3,4,2,3,3,3,3,4,5,4,4,3,3,3,1,3,3,5,2,5,3,5,4,5,5,5,4,4,4,4,5,No,"Playful, Friendly, Loyal",10-15 inches,15-30 pounds,12-16 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jackshund/Jackshund-featured.jpg,
Jagdterrier,2,2,2,3,1,3,3,3,4,5,1,2,3,3,3,3,4,4,2,4,2,5,4,5,3,5,5,5,4,5,4,Yes,intelligent / courageous / hardworking,13-16 inches,17-22 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jagdterrier/Jagdterrier-featured.jpg,
Japanese Chin,3,5,4,3,1,3,2,3,3,3,3,4,2,3,1,3,3,3,1,3,3,3,4,3,3,1,2,2,1,2,4,Yes,charming / loving / noble,8-11 inches,7-11 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Chin/Japanese Chin-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Chin/Japanese Chin-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Chin/Japanese Chin-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Chin/Japanese Chin-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Chin/Japanese Chin-4.jpg
Japanese Spitz,3,4,4,3,2,4,3,4,4,5,4,2,3,3,1,4,3,2,2,3,4,4,2,2,4,2,3,3,2,3,4,Yes,"loyal, playful, smart",12-15 inches,10-25 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Spitz/Japanese Spitz-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Spitz/Japanese Spitz-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Spitz/Japanese Spitz-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Spitz/Japanese Spitz-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Japanese Spitz/Japanese Spitz-4.jpg
Kai Ken,3,2,2,2,3,4,3,3,4,4,3,2,3,4,2,2,4,3,3,3,3,5,2,5,2,3,4,5,4,5,3,Yes,loyal / intelligent / agile,18.5 - 19.5 (males),30-40 (males),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kai Ken/Kai Ken-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kai Ken/Kai Ken-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kai Ken/Kai Ken-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kai Ken/Kai Ken-3.jpg
Kangal Shepherd Dog,2,1,1,2,2,3,3,3,3,4,2,1,4,4,3,3,4,5,5,3,2,4,3,4,3,4,4,4,4,4,3,No,"Protective, Loyal, Gentle",28-32 inches (male),90-145 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kangal Shepherd Dog/Kangal Shepherd Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kangal Shepherd Dog/Kangal Shepherd Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kangal Shepherd Dog/Kangal Shepherd Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kangal Shepherd Dog/Kangal Shepherd Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kangal Shepherd Dog/Kangal Shepherd Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kangal Shepherd Dog/Kangal Shepherd Dog-5.jpg
Karelian Bear Dog,3,2,1,4,2,5,3,3,4,3,1,2,3,3,1,4,4,2,3,4,2,4,4,5,4,5,4,4,5,4,4,Yes,independent / loyal / courageous,19-23.5 inches,44-49 pounds,11-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Karelian Bear Dog/Karelian Bear Dog-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Karelian Bear Dog/Karelian Bear Dog-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Karelian Bear Dog/Karelian Bear Dog-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Karelian Bear Dog/Karelian Bear Dog-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Karelian Bear Dog/Karelian Bear Dog-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Karelian Bear Dog/Karelian Bear Dog-5.jpg
Keeshond,4,4,4,5,1,5,3,5,5,5,4,4,3,5,1,3,3,4,3,3,4,4,3,3,4,2,4,4,3,3,5,Yes,friendly / lively / outgoing,18 inches (male),35-45 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Keeshond/Keeshond-6.jpg
Kerry Blue Terrier,3,3,2,3,3,4,3,4,4,4,2,5,2,1,1,2,3,3,3,4,4,4,4,3,4,3,4,4,4,5,4,Yes,alert / smart / people-oriented,18-19.5 inches (male),33-40 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kerry Blue Terrier/Kerry Blue Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kerry Blue Terrier/Kerry Blue Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kerry Blue Terrier/Kerry Blue Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kerry Blue Terrier/Kerry Blue Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kerry Blue Terrier/Kerry Blue Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kerry Blue Terrier/Kerry Blue Terrier-5.jpg
King Shepherd,4,4,2,4,2,5,4,4,4,4,5,4,4,4,4,4,3,4,5,3,4,5,3,2,2,3,4,3,3,4,4,No,"Loyal, Intelligent, Confident",25-31 inches (male),75-150 pounds (male),10-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/King Shepherd/King Shepherd-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/King Shepherd/King Shepherd-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/King Shepherd/King Shepherd-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/King Shepherd/King Shepherd-3.jpg
Kishu Ken,3,3,2,3,3,5,3,3,3,3,2,2,3,4,2,3,4,3,3,3,4,5,2,4,1,2,3,3,3,4,2,Yes,alert / good-natured / confident,19-22 inches,30-60 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kishu Ken/Kishu Ken-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kishu Ken/Kishu Ken-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kishu Ken/Kishu Ken-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kishu Ken/Kishu Ken-3.jpg
Komondor,3,2,1,4,1,4,3,3,5,3,1,1,3,3,2,2,2,3,4,4,4,4,3,2,5,4,3,2,1,4,4,Yes,dignified / loyal / brave,27.5 minimum inches (male),100 pounds or more (male),10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Komondor/Komondor-6.jpg
Kooikerhondje,3,4,3,4,2,4,3,2,3,2,2,2,3,3,1,2,5,3,3,3,1,4,3,3,3,3,5,4,5,5,4,No,"Playful, Intelligent, Affectionate",16-20 inches,24-40 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kooikerhondje/Kooikerhondje-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kooikerhondje/Kooikerhondje-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kooikerhondje/Kooikerhondje-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kooikerhondje/Kooikerhondje-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kooikerhondje/Kooikerhondje-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kooikerhondje/Kooikerhondje-5.jpg
Jindo,3,3,2,3,2,5,2,4,5,3,3,4,3,5,1,1,4,2,3,3,2,5,2,5,3,5,4,4,4,5,4,Yes,alert / loyal / intelligent,19-22 (males),40 -50 (males),14-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jindo/Jindo-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jindo/Jindo-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jindo/Jindo-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jindo/Jindo-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jindo/Jindo-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Jindo/Jindo-5.jpg
Kromfohrlander,3,4,2,4,1,3,3,3,4,3,4,2,3,3,2,3,4,2,3,3,3,4,3,2,3,1,3,3,2,3,5,Yes,intelligent / active / sensitive,15-18 inches,20-35 pounds,13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kromfohrlander/Kromfohrlander-6.jpg
Kuvasz,3,1,1,5,1,5,2,2,5,1,2,1,4,4,3,4,4,4,5,2,2,4,1,1,3,3,4,4,4,5,4,Yes,loyal / fearless / sweet,28-30 inches (male),100-115 pounds (male),10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kuvasz/Kuvasz-6.jpg
Kyi Leo,4,5,4,3,4,5,2,4,5,5,4,3,2,2,1,2,3,3,2,3,3,3,4,1,4,2,3,4,3,2,4,No,"Friendly, Lively, Affectionate",10-12 inches,9-14 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Kyi Leo/Kyi Leo-featured.jpg,
La Pom,3,4,3,3,2,4,3,4,5,3,4,4,3,3,2,2,3,3,2,3,3,4,2,4,3,2,3,3,2,3,4,No,"Playful, Affectionate, Intelligent",8-12 inches,5-10 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/La Pom/La Pom-featured.jpg,
Lowchen,3,5,4,3,1,3,3,5,5,5,4,4,3,3,1,3,5,3,1,4,5,4,3,4,4,5,4,4,3,4,5,Yes,affectionate / outgoing / positive,12-14 inches,15 pounds,13-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lowchen/Lowchen-featured.jpg,
Lab Pointer,3,1,4,3,1,4,4,4,5,4,3,4,3,2,2,4,4,4,4,4,5,4,2,4,2,4,4,5,3,5,4,No,"Friendly, Energetic, Intelligent",21-25 inches,50-85 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lab Pointer/Lab Pointer-featured.jpg,
Labernese,3,2,4,4,1,4,2,4,4,5,4,3,3,4,3,3,2,4,4,3,3,4,3,3,2,4,4,4,2,4,5,No,"Friendly, Loyal, Intelligent",22-28 inches,60-100 pounds,10-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labernese/Labernese-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labernese/Labernese-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labernese/Labernese-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labernese/Labernese-3.jpg
Labmaraner,3,1,4,4,1,3,3,4,4,5,4,3,3,1,2,4,4,4,4,4,4,4,3,3,3,4,4,4,3,5,5,No,"Friendly, Energetic, Intelligent",21-24 inches,50-90 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labmaraner/Labmaraner-featured.jpg,
Labrabull,3,2,2,4,1,3,3,4,5,5,2,5,4,5,2,5,3,3,4,4,5,5,5,3,3,4,5,5,5,4,5,No,"Loyal, Friendly, Intelligent, Energetic",21-24 inches,50-80 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrabull/Labrabull-featured.jpg,
Labradane,3,1,2,3,2,4,4,4,5,5,4,3,4,2,3,4,4,4,5,3,3,4,2,3,1,3,4,4,2,4,5,No,"Friendly, Loyal, Energetic, Intelligent",24-30 inches,60-100 pounds,8-12 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradane/Labradane-featured.jpg,
Labradoodle,4,3,4,3,4,5,4,5,5,4,5,5,3,3,1,4,4,3,4,3,4,4,1,2,2,3,5,5,4,5,5,No,"Friendly, Intelligent, Outgoing",21-24 inches (average for standard size),50-65 pounds (average for standard size),12-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-5.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labradoodle/Labradoodle-6.jpg
Labrador Retriever,3,1,3,5,2,3,3,5,5,5,5,5,4,5,3,5,3,5,4,4,5,5,5,2,4,3,5,5,5,5,5,Yes,active / friendly / outgoing,22.5-24.5 inches (male),65-80 pounds (male),11-13 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrador Retriever/Labrador Retriever-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrador Retriever/Labrador Retriever-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrador Retriever/Labrador Retriever-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrador Retriever/Labrador Retriever-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrador Retriever/Labrador Retriever-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrador Retriever/Labrador Retriever-5.jpg
Labrastaff,3,2,2,4,1,3,3,4,4,4,3,4,4,4,3,3,4,4,4,3,2,4,3,3,3,4,4,4,3,4,4,No,"Affectionate, Loyal, Energetic",18-24 inches,30-70 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labrastaff/Labrastaff-featured.jpg,
Labsky,2,2,2,2,2,5,1,4,5,4,3,3,3,4,2,2,3,4,4,4,4,5,3,4,4,4,5,5,4,5,5,No,"Friendly, Intelligent, Loyal",20-26 inches,40-80 pounds,10-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Labsky/Labsky-featured.jpg,
Lagotto Romagnolo,3,2,4,3,3,4,3,3,3,3,3,3,2,1,2,1,4,3,2,3,4,4,2,4,3,3,4,4,2,4,4,Yes,affectionate / keen / undemanding,17-19 inches (male),28.5-35 pounds (male),15-17 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lagotto Romagnolo/Lagotto Romagnolo-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lagotto Romagnolo/Lagotto Romagnolo-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lagotto Romagnolo/Lagotto Romagnolo-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lagotto Romagnolo/Lagotto Romagnolo-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lagotto Romagnolo/Lagotto Romagnolo-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lagotto Romagnolo/Lagotto Romagnolo-5.jpg
Lakeland Terrier,3,4,3,3,2,4,4,4,5,4,3,3,3,2,1,2,5,3,2,3,2,4,1,4,4,3,4,5,4,4,4,Yes,friendly / confident / bold,14.5-15 inches (male),17 pounds (male),12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lakeland Terrier/Lakeland Terrier-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lakeland Terrier/Lakeland Terrier-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lakeland Terrier/Lakeland Terrier-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lakeland Terrier/Lakeland Terrier-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lakeland Terrier/Lakeland Terrier-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lakeland Terrier/Lakeland Terrier-5.jpg
Lancashire Heeler,3,2,2,3,3,3,3,3,4,3,3,2,3,3,1,4,4,4,1,3,3,4,2,2,2,4,4,4,4,3,4,Yes,intelligent / versatile / affectionate,10-12 inches,9-17 pounds,12-15 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lancashire Heeler/Lancashire Heeler-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lancashire Heeler/Lancashire Heeler-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lancashire Heeler/Lancashire Heeler-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lancashire Heeler/Lancashire Heeler-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lancashire Heeler/Lancashire Heeler-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lancashire Heeler/Lancashire Heeler-5.jpg
Lapponian Herder,3,1,2,3,1,5,3,4,4,5,4,2,4,3,3,4,4,4,3,4,2,4,4,3,4,5,4,4,3,5,5,Yes,intelligent / friendly / energetic,18-20 inches,70 pounds,10-14 years,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lapponian Herder/Lapponian Herder-featured.jpg,https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lapponian Herder/Lapponian Herder-1.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lapponian Herder/Lapponian Herder-2.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lapponian Herder/Lapponian Herder-3.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lapponian Herder/Lapponian Herder-4.jpg|https://dog-breed-selector-images.s3.ap-northeast-1.amazonaws.com/dog/Lapponian Herder/Lapponian Herder-5.jpg
